Date,Product Name & Brand,Past Week Sales,Weather Pattern,Event,Event_Impact_Level,Promotions (Discount),Competitor Action (Discount),Advertising,Economic Indicator,Store Location,Sales in Week (Target)
12-02-2023,Pav Bhaji Masala,2177,Windy,No event,0,5,15,Low,3,Indore,2204
12-02-2023,Chole Masala,1042,Sunny,No event,0,5,20,High,5,Karimnagar,1067
12-02-2023,Tamarind Paste,2004,Cloudy,No event,0,5,15,High,5,Guntur,1899
12-02-2023,Ready-to-eat Curry Packs,2827,Rainy,No event,0,20,15,High,3,Kurnool,2902
12-02-2023,Parle-G Biscuits,2825,Windy,No event,0,20,20,Medium,5,Meerut,2902
12-02-2023,Thums Up,2692,Windy,No event,0,20,15,Medium,5,Bhopal,2872
12-02-2023,Frooti,1001,Windy,No event,0,5,15,Medium,4,Bangalore,1052
12-02-2023,Hajmola Tablets,2286,Windy,No event,0,5,0,Medium,5,Ludhiana,2330
12-02-2023,Haldiram's Namkeen,1297,Cloudy,No event,0,20,0,Medium,3,Karimnagar,1580
12-02-2023,Chyawanprash,1558,Windy,No event,0,15,0,Low,4,Bhopal,1730
19-02-2023,Basmati Rice,1520,Rainy,No event,0,20,15,Low,4,Ludhiana,1559
19-02-2023,Turmeric Powder,1583,Windy,No event,0,5,0,Low,4,Kota,1684
19-02-2023,Red Chilli Powder,1663,Sunny,No event,0,5,10,Low,4,Rajahmundry,1581
19-02-2023,Cumin Seeds,2699,Windy,No event,0,5,0,Medium,5,Bhopal,2831
19-02-2023,Coriander Powder,1630,Sunny,No event,0,0,10,Medium,3,Tirupati,1628
19-02-2023,Garam Masala,1649,Cloudy,No event,0,20,10,High,5,Amravati,1776
19-02-2023,Toor Dal,1262,Sunny,No event,0,0,0,Medium,5,Ludhiana,1246
19-02-2023,Chana Dal,2776,Rainy,No event,0,5,20,High,3,Tirupati,2649
19-02-2023,Urad Dal,1287,Rainy,No event,0,15,5,Medium,4,Lucknow,1478
19-02-2023,Moong Dal,1072,Cloudy,No event,0,15,20,Low,5,Ludhiana,1157
19-02-2023,Jaggery,1827,Rainy,No event,0,0,15,Low,3,Amritsar,1781
19-02-2023,Ghee,1066,Windy,No event,0,10,20,Medium,4,Zirakpur,1009
19-02-2023,Paneer,2232,Cloudy,No event,0,5,15,Medium,4,Bangalore,2141
19-02-2023,Coconut Oil,2868,Rainy,No event,0,15,15,Medium,3,Aurangabad,2873
19-02-2023,Mustard Oil,2423,Sunny,No event,0,5,0,High,3,Meerut,2512
19-02-2023,Aam Papad,2127,Windy,No event,0,10,20,High,5,Indore,2144
19-02-2023,Mango Pickle,1148,Windy,No event,0,15,0,Low,4,Zirakpur,1281
19-02-2023,Papad,2523,Cloudy,No event,0,5,0,Low,4,Guntur,2614
19-02-2023,Idli Rice,1340,Sunny,No event,0,5,20,Medium,3,Bhopal,1191
19-02-2023,Sambar Powder,2689,Sunny,No event,0,10,10,Medium,5,Jalandhar,2834
19-02-2023,Aloo Bhujia,2339,Rainy,No event,0,10,10,High,4,Tirupati,2389
19-02-2023,Kaju Katli,1593,Cloudy,No event,0,15,0,Medium,4,Visakhapatnam ,1815
19-02-2023,Besan,1072,Cloudy,No event,0,5,10,High,4,Bangalore,1114
19-02-2023,Aata (Wheat Flour),2229,Cloudy,No event,0,10,5,High,4,Bangalore,2223
19-02-2023,Mango Juice,1252,Windy,No event,0,5,0,Medium,3,Tirupati,1255
19-02-2023,Lemon Pickle,2960,Windy,No event,0,0,20,High,5,Amritsar,2893
19-02-2023,Coconut Chutney,2102,Sunny,No event,0,5,20,Medium,3,Ludhiana,2019
19-02-2023,Rasgulla,1845,Windy,No event,0,15,15,Low,5,Ludhiana,1839
19-02-2023,Gulab Jamun Mix,2153,Sunny,No event,0,15,20,High,4,Tirupati,2162
19-02-2023,Lassi,1777,Rainy,No event,0,10,20,High,4,Vijayawada,1765
19-02-2023,Bhel Puri Mix,2079,Cloudy,No event,0,10,5,Low,5,Aurangabad,2136
19-02-2023,Pav Bhaji Masala,1882,Rainy,No event,0,20,0,Medium,4,Jalandhar,1988
19-02-2023,Chole Masala,1100,Windy,No event,0,15,0,High,3,Rajahmundry,1252
19-02-2023,Tamarind Paste,2713,Sunny,No event,0,15,15,Medium,5,Visakhapatnam ,2750
19-02-2023,Ready-to-eat Curry Packs,1091,Windy,No event,0,20,10,High,5,Zirakpur,1154
19-02-2023,Parle-G Biscuits,1385,Sunny,No event,0,20,20,Medium,5,Hyderabad,1446
19-02-2023,Thums Up,2911,Rainy,No event,0,20,5,High,4,Guntur,3152
19-02-2023,Frooti,1492,Sunny,No event,0,20,20,Medium,4,Zirakpur,1672
19-02-2023,Hajmola Tablets,1496,Sunny,No event,0,20,15,Low,5,Tirupati,1708
19-02-2023,Haldiram's Namkeen,2817,Rainy,No event,0,20,15,High,3,Kurnool,3037
19-02-2023,Chyawanprash,2756,Windy,No event,0,15,5,High,3,Aurangabad,2960
26-02-2023,Basmati Rice,1104,Cloudy,No event,0,20,5,Low,3,Guntur,1370
26-02-2023,Turmeric Powder,1571,Windy,No event,0,0,0,Low,4,Amravati,1518
26-02-2023,Red Chilli Powder,1758,Cloudy,No event,0,5,5,Low,5,Amritsar,1716
26-02-2023,Cumin Seeds,1466,Rainy,No event,0,0,0,High,3,Indore,1434
26-02-2023,Coriander Powder,1042,Sunny,No event,0,20,20,Low,5,Karimnagar,1170
26-02-2023,Garam Masala,1231,Rainy,No event,0,10,0,Low,3,Ludhiana,1288
26-02-2023,Toor Dal,2414,Windy,No event,0,10,15,High,5,Lucknow,2366
26-02-2023,Chana Dal,2375,Rainy,No event,0,5,20,Low,4,Vijayawada,2232
26-02-2023,Urad Dal,1328,Cloudy,No event,0,15,0,High,3,Kota,1571
26-02-2023,Moong Dal,2640,Cloudy,No event,0,10,0,Medium,4,Meerut,2808
26-02-2023,Jaggery,1373,Cloudy,No event,0,20,15,High,4,Tirupati,1410
26-02-2023,Ghee,1782,Windy,No event,0,15,5,High,4,Rajahmundry,1823
26-02-2023,Paneer,1123,Cloudy,No event,0,0,0,High,4,Indore,1136
26-02-2023,Coconut Oil,1112,Cloudy,No event,0,15,20,High,4,Visakhapatnam ,1181
26-02-2023,Mustard Oil,2553,Cloudy,No event,0,0,15,Low,5,Bangalore,2526
26-02-2023,Aam Papad,1661,Cloudy,No event,0,20,15,High,4,Ludhiana,1774
26-02-2023,Mango Pickle,1435,Cloudy,No event,0,5,20,Low,5,Ludhiana,1311
26-02-2023,Papad,2706,Rainy,No event,0,10,15,Low,4,Tirupati,2795
26-02-2023,Idli Rice,2053,Windy,No event,0,10,10,High,3,Amritsar,2041
26-02-2023,Sambar Powder,2209,Rainy,No event,0,0,20,High,4,Karimnagar,2152
26-02-2023,Aloo Bhujia,2923,Sunny,No event,0,15,20,High,3,Indore,2976
26-02-2023,Kaju Katli,2033,Windy,No event,0,5,5,High,3,Bangalore,2106
26-02-2023,Besan,1111,Rainy,No event,0,10,10,Medium,3,Lucknow,1073
26-02-2023,Aata (Wheat Flour),1565,Windy,No event,0,15,5,Medium,4,Jalandhar,1601
26-02-2023,Mango Juice,2043,Cloudy,No event,0,0,5,Low,3,Amravati,1992
26-02-2023,Lemon Pickle,2404,Rainy,No event,0,10,20,Medium,5,Rajahmundry,2435
26-02-2023,Coconut Chutney,2492,Cloudy,No event,0,10,5,Low,4,Visakhapatnam ,2520
26-02-2023,Rasgulla,2795,Rainy,No event,0,20,5,Medium,4,Indore,3057
26-02-2023,Gulab Jamun Mix,2538,Windy,No event,0,0,15,Low,4,Ludhiana,2442
26-02-2023,Lassi,2211,Windy,No event,0,5,5,High,5,Visakhapatnam ,2195
26-02-2023,Bhel Puri Mix,1997,Sunny,No event,0,10,20,Medium,4,Vijayawada,2013
26-02-2023,Pav Bhaji Masala,1112,Windy,No event,0,10,20,Medium,5,Bhopal,1194
26-02-2023,Chole Masala,2326,Cloudy,No event,0,15,0,High,5,Amritsar,2432
26-02-2023,Tamarind Paste,1398,Sunny,No event,0,0,15,High,5,Ludhiana,1420
26-02-2023,Ready-to-eat Curry Packs,1601,Cloudy,No event,0,15,10,High,3,Meerut,1744
26-02-2023,Parle-G Biscuits,2794,Sunny,No event,0,15,20,Medium,4,Zirakpur,2850
26-02-2023,Thums Up,1562,Cloudy,No event,0,20,0,High,3,Amravati,1808
26-02-2023,Frooti,2855,Rainy,No event,0,5,10,Low,3,Kota,2919
26-02-2023,Hajmola Tablets,2625,Sunny,No event,0,20,5,Low,4,Visakhapatnam ,2703
26-02-2023,Haldiram's Namkeen,1611,Rainy,No event,0,5,10,Low,3,Hyderabad,1580
26-02-2023,Chyawanprash,2619,Cloudy,No event,0,15,15,Low,5,Jalandhar,2745
05-03-2023,Basmati Rice,2243,Sunny,Pongal,2,15,5,Medium,4,Bhopal,2502
05-03-2023,Turmeric Powder,2641,Rainy,Pongal,2,15,5,Medium,5,Bangalore,2835
05-03-2023,Red Chilli Powder,1249,Sunny,Pongal,2,20,15,High,4,Karimnagar,1480
05-03-2023,Cumin Seeds,1638,Cloudy,Pongal,2,0,10,High,4,Bhopal,1730
05-03-2023,Coriander Powder,2940,Windy,Pongal,2,10,15,High,5,Tirupati,3134
05-03-2023,Garam Masala,2105,Windy,Pongal,2,0,20,Medium,3,Karimnagar,2073
05-03-2023,Toor Dal,1370,Rainy,Pongal,2,5,20,Low,5,Bangalore,1408
05-03-2023,Chana Dal,1628,Sunny,Pongal,2,20,0,Low,4,Karimnagar,2023
05-03-2023,Urad Dal,2377,Sunny,Pongal,2,0,0,Low,3,Kota,2404
05-03-2023,Moong Dal,2517,Sunny,Pongal,2,0,0,Medium,4,Kurnool,2714
05-03-2023,Jaggery,1021,Sunny,Pongal,2,5,20,Low,4,Aurangabad,1082
05-03-2023,Ghee,2109,Cloudy,Pongal,2,5,10,Low,5,Aurangabad,2184
05-03-2023,Paneer,2727,Windy,Pongal,2,15,10,Medium,5,Meerut,2889
05-03-2023,Coconut Oil,2091,Windy,Pongal,2,20,15,Medium,5,Amravati,2325
05-03-2023,Mustard Oil,2404,Cloudy,Pongal,2,20,15,Medium,5,Visakhapatnam ,2696
05-03-2023,Aam Papad,2991,Rainy,Pongal,2,5,0,Medium,5,Amravati,3084
05-03-2023,Mango Pickle,2459,Cloudy,Pongal,2,15,10,Medium,5,Amritsar,2581
05-03-2023,Papad,1503,Rainy,Pongal,2,10,20,High,5,Tirupati,1514
05-03-2023,Idli Rice,2620,Windy,Pongal,2,15,15,Low,3,Kota,2766
05-03-2023,Sambar Powder,1774,Rainy,Pongal,2,5,5,Medium,4,Jalandhar,1878
05-03-2023,Aloo Bhujia,1039,Sunny,Pongal,2,10,10,Medium,5,Bangalore,1249
05-03-2023,Kaju Katli,1259,Rainy,Pongal,2,20,15,High,3,Amritsar,1581
05-03-2023,Besan,2910,Cloudy,Pongal,2,10,0,High,4,Lucknow,3025
05-03-2023,Aata (Wheat Flour),1268,Rainy,Pongal,2,20,20,Low,4,Amritsar,1529
05-03-2023,Mango Juice,2860,Windy,Pongal,2,5,10,High,5,Bhopal,2884
05-03-2023,Lemon Pickle,2405,Sunny,Pongal,2,15,0,Medium,4,Bangalore,2687
05-03-2023,Coconut Chutney,2457,Sunny,Pongal,2,15,20,Low,4,Bangalore,2640
05-03-2023,Rasgulla,1942,Windy,Pongal,2,15,0,High,4,Vijayawada,2199
05-03-2023,Gulab Jamun Mix,1587,Sunny,Pongal,2,20,5,Medium,5,Karimnagar,1791
05-03-2023,Lassi,1980,Sunny,Pongal,2,15,5,Medium,3,Rajahmundry,2267
05-03-2023,Bhel Puri Mix,2337,Cloudy,Pongal,2,0,10,High,4,Visakhapatnam ,2361
05-03-2023,Pav Bhaji Masala,2806,Windy,Pongal,2,0,20,High,4,Rajahmundry,2796
05-03-2023,Chole Masala,1482,Sunny,Pongal,2,15,20,Medium,4,Bangalore,1699
05-03-2023,Tamarind Paste,1854,Rainy,Pongal,2,0,15,Low,5,Meerut,1906
05-03-2023,Ready-to-eat Curry Packs,1142,Windy,Pongal,2,5,0,High,4,Bangalore,1382
05-03-2023,Parle-G Biscuits,1459,Sunny,Pongal,2,20,20,Medium,4,Bangalore,1703
05-03-2023,Thums Up,1209,Sunny,Pongal,2,10,15,Low,5,Hyderabad,1348
05-03-2023,Frooti,2626,Cloudy,Pongal,2,10,10,High,5,Amritsar,2773
05-03-2023,Hajmola Tablets,2682,Cloudy,Pongal,2,15,20,Medium,5,Lucknow,2761
05-03-2023,Haldiram's Namkeen,1153,Rainy,Pongal,2,15,0,Low,4,Lucknow,1404
05-03-2023,Chyawanprash,2298,Sunny,Pongal,2,10,10,High,4,Rajahmundry,2375
12-03-2023,Basmati Rice,2531,Sunny,No event,0,0,10,High,3,Visakhapatnam ,2399
12-03-2023,Turmeric Powder,1264,Windy,No event,0,20,20,Low,4,Meerut,1327
12-03-2023,Red Chilli Powder,1820,Windy,No event,0,15,0,Medium,5,Amritsar,2056
12-03-2023,Cumin Seeds,2896,Cloudy,No event,0,0,15,High,4,Lucknow,2845
12-03-2023,Coriander Powder,1431,Cloudy,No event,0,0,20,Medium,3,Lucknow,1388
12-03-2023,Garam Masala,1660,Rainy,No event,0,10,5,Low,5,Karimnagar,1703
12-03-2023,Toor Dal,2224,Windy,No event,0,20,10,Low,3,Rajahmundry,2462
12-03-2023,Chana Dal,2031,Windy,No event,0,10,0,Medium,3,Jalandhar,2075
12-03-2023,Urad Dal,1526,Windy,No event,0,15,15,Medium,5,Meerut,1605
12-03-2023,Moong Dal,2842,Cloudy,No event,0,15,20,Medium,3,Vijayawada,2829
12-03-2023,Jaggery,1347,Sunny,No event,0,20,10,High,5,Visakhapatnam ,1424
12-03-2023,Ghee,2515,Cloudy,No event,0,15,20,High,4,Bhopal,2658
12-03-2023,Paneer,2285,Rainy,No event,0,0,0,High,4,Aurangabad,2337
12-03-2023,Coconut Oil,1282,Sunny,No event,0,20,15,Medium,4,Tirupati,1442
12-03-2023,Mustard Oil,2644,Windy,No event,0,5,0,Low,3,Vijayawada,2692
12-03-2023,Aam Papad,1700,Cloudy,No event,0,10,20,Low,3,Indore,1648
12-03-2023,Mango Pickle,2830,Sunny,No event,0,10,15,Low,4,Lucknow,2839
12-03-2023,Papad,1232,Windy,No event,0,5,10,Medium,4,Amravati,1140
12-03-2023,Idli Rice,2594,Sunny,No event,0,0,0,Low,5,Zirakpur,2660
12-03-2023,Sambar Powder,1906,Rainy,No event,0,20,10,Medium,5,Jalandhar,2032
12-03-2023,Aloo Bhujia,2132,Sunny,No event,0,0,15,High,3,Lucknow,1968
12-03-2023,Kaju Katli,2476,Sunny,No event,0,20,5,High,4,Rajahmundry,2558
12-03-2023,Besan,2681,Rainy,No event,0,20,0,High,4,Lucknow,2974
12-03-2023,Aata (Wheat Flour),2682,Cloudy,No event,0,0,15,Medium,3,Bhopal,2662
12-03-2023,Mango Juice,1654,Windy,No event,0,0,0,Medium,5,Indore,1594
12-03-2023,Lemon Pickle,2842,Cloudy,No event,0,20,0,Medium,4,Hyderabad,3016
12-03-2023,Coconut Chutney,2400,Cloudy,No event,0,5,10,Medium,3,Ludhiana,2338
12-03-2023,Rasgulla,2701,Windy,No event,0,10,20,Medium,3,Bangalore,2731
12-03-2023,Gulab Jamun Mix,1267,Cloudy,No event,0,5,0,Low,4,Rajahmundry,1379
12-03-2023,Lassi,1573,Sunny,No event,0,20,5,Low,3,Kurnool,1696
12-03-2023,Bhel Puri Mix,2452,Windy,No event,0,20,10,Medium,5,Guntur,2620
12-03-2023,Pav Bhaji Masala,1194,Sunny,No event,0,5,15,Medium,5,Jalandhar,1224
12-03-2023,Chole Masala,2848,Rainy,No event,0,0,10,Medium,5,Karimnagar,2815
12-03-2023,Tamarind Paste,2219,Windy,No event,0,0,5,Low,5,Bhopal,2258
12-03-2023,Ready-to-eat Curry Packs,2467,Sunny,No event,0,15,10,Low,4,Amritsar,2612
12-03-2023,Parle-G Biscuits,2829,Rainy,No event,0,10,10,Low,3,Bangalore,2842
12-03-2023,Thums Up,2054,Windy,No event,0,5,15,Medium,3,Zirakpur,2060
12-03-2023,Frooti,2602,Sunny,No event,0,5,20,Medium,5,Amravati,2526
12-03-2023,Hajmola Tablets,1362,Windy,No event,0,5,10,Medium,4,Ludhiana,1453
12-03-2023,Haldiram's Namkeen,1244,Rainy,No event,0,5,10,Low,5,Kota,1173
12-03-2023,Chyawanprash,1123,Sunny,No event,0,5,20,Low,4,Kota,1073
19-03-2023,Basmati Rice,1796,Rainy,Diwali,3,15,5,Low,3,Bangalore,2047
19-03-2023,Turmeric Powder,1067,Cloudy,Diwali,3,15,0,Low,4,Meerut,1335
19-03-2023,Red Chilli Powder,2877,Sunny,Diwali,3,0,20,Medium,3,Zirakpur,2879
19-03-2023,Cumin Seeds,1761,Rainy,Diwali,3,5,5,Low,5,Vijayawada,1920
19-03-2023,Coriander Powder,1835,Rainy,Diwali,3,15,20,High,5,Lucknow,2063
19-03-2023,Garam Masala,1272,Sunny,Diwali,3,5,10,High,3,Bangalore,1420
19-03-2023,Toor Dal,1998,Windy,Diwali,3,0,5,High,3,Tirupati,2107
19-03-2023,Chana Dal,2682,Windy,Diwali,3,20,0,Low,4,Indore,2995
19-03-2023,Urad Dal,2781,Rainy,Diwali,3,20,15,Medium,3,Aurangabad,3094
19-03-2023,Moong Dal,2017,Windy,Diwali,3,20,0,Low,4,Hyderabad,2278
19-03-2023,Jaggery,2022,Sunny,Diwali,3,10,10,Medium,4,Guntur,2304
19-03-2023,Ghee,1398,Cloudy,Diwali,3,10,0,Medium,5,Bhopal,1702
19-03-2023,Paneer,2714,Windy,Diwali,3,0,10,Medium,3,Kurnool,2894
19-03-2023,Coconut Oil,2774,Rainy,Diwali,3,5,15,High,5,Lucknow,2802
19-03-2023,Mustard Oil,1336,Sunny,Diwali,3,10,0,Low,3,Hyderabad,1598
19-03-2023,Aam Papad,2036,Windy,Diwali,3,10,10,High,3,Amritsar,2310
19-03-2023,Mango Pickle,2858,Sunny,Diwali,3,5,20,Medium,5,Lucknow,2911
19-03-2023,Papad,2687,Cloudy,Diwali,3,20,15,Medium,3,Kota,2896
19-03-2023,Idli Rice,2511,Rainy,Diwali,3,10,5,Medium,3,Meerut,2706
19-03-2023,Sambar Powder,1000,Rainy,Diwali,3,0,15,Low,3,Hyderabad,1117
19-03-2023,Aloo Bhujia,1256,Sunny,Diwali,3,20,15,Low,5,Zirakpur,1594
19-03-2023,Kaju Katli,2407,Cloudy,Diwali,3,0,5,Medium,4,Bangalore,2435
19-03-2023,Besan,2708,Rainy,Diwali,3,10,10,Medium,3,Guntur,2841
19-03-2023,Aata (Wheat Flour),1935,Sunny,Diwali,3,10,10,Medium,4,Ludhiana,2179
19-03-2023,Mango Juice,2497,Cloudy,Diwali,3,15,15,Medium,4,Aurangabad,2634
19-03-2023,Lemon Pickle,1903,Rainy,Diwali,3,15,5,High,5,Meerut,2197
19-03-2023,Coconut Chutney,1436,Sunny,Diwali,3,0,0,Low,4,Hyderabad,1498
19-03-2023,Rasgulla,1030,Sunny,Diwali,3,10,0,Low,4,Vijayawada,1260
19-03-2023,Gulab Jamun Mix,2201,Cloudy,Diwali,3,15,15,Medium,4,Kota,2481
19-03-2023,Lassi,2494,Windy,Diwali,3,20,15,Low,5,Lucknow,2676
19-03-2023,Bhel Puri Mix,2098,Windy,Diwali,3,5,5,Medium,5,Tirupati,2277
19-03-2023,Pav Bhaji Masala,2177,Sunny,Diwali,3,0,0,Medium,3,Karimnagar,2244
19-03-2023,Chole Masala,1939,Sunny,Diwali,3,5,0,Medium,3,Guntur,2159
19-03-2023,Tamarind Paste,2946,Sunny,Diwali,3,0,10,High,3,Kurnool,3107
19-03-2023,Ready-to-eat Curry Packs,1140,Windy,Diwali,3,15,5,High,5,Karimnagar,1397
19-03-2023,Parle-G Biscuits,2721,Cloudy,Diwali,3,15,10,Low,3,Amravati,3027
19-03-2023,Thums Up,1174,Windy,Diwali,3,10,0,High,4,Amritsar,1346
19-03-2023,Frooti,2475,Sunny,Diwali,3,20,0,High,3,Kurnool,2899
19-03-2023,Hajmola Tablets,1809,Sunny,Diwali,3,15,10,High,3,Jalandhar,2103
19-03-2023,Haldiram's Namkeen,2519,Cloudy,Diwali,3,15,0,High,5,Zirakpur,2864
19-03-2023,Chyawanprash,2036,Rainy,Diwali,3,15,0,High,3,Lucknow,2376
26-03-2023,Basmati Rice,2482,Rainy,Sunday,1,5,0,Low,4,Bhopal,2535
26-03-2023,Turmeric Powder,2928,Windy,Sunday,1,20,20,Low,4,Amritsar,2985
26-03-2023,Red Chilli Powder,1539,Windy,Sunday,1,5,10,Medium,3,Hyderabad,1542
26-03-2023,Cumin Seeds,2548,Windy,Sunday,1,20,15,High,5,Amritsar,2679
26-03-2023,Coriander Powder,2609,Cloudy,Sunday,1,5,20,High,3,Amravati,2554
26-03-2023,Garam Masala,1674,Sunny,Sunday,1,5,0,Medium,4,Ludhiana,1826
26-03-2023,Toor Dal,1170,Rainy,Sunday,1,0,15,Medium,3,Bangalore,1197
26-03-2023,Chana Dal,2875,Cloudy,Sunday,1,15,5,Medium,3,Bhopal,3068
26-03-2023,Urad Dal,2525,Rainy,Sunday,1,0,15,Medium,5,Rajahmundry,2580
26-03-2023,Moong Dal,2414,Rainy,Sunday,1,0,5,Low,4,Kota,2491
26-03-2023,Jaggery,1011,Rainy,Sunday,1,5,15,Low,4,Amritsar,951
26-03-2023,Ghee,2251,Rainy,Sunday,1,20,15,Low,5,Rajahmundry,2436
26-03-2023,Paneer,2527,Sunny,Sunday,1,10,0,High,3,Vijayawada,2776
26-03-2023,Coconut Oil,1488,Cloudy,Sunday,1,10,15,High,3,Ludhiana,1619
26-03-2023,Mustard Oil,2963,Cloudy,Sunday,1,15,20,High,5,Aurangabad,2966
26-03-2023,Aam Papad,2166,Sunny,Sunday,1,20,15,Medium,5,Indore,2272
26-03-2023,Mango Pickle,2464,Sunny,Sunday,1,10,5,High,4,Jalandhar,2514
26-03-2023,Papad,2716,Rainy,Sunday,1,20,10,High,3,Kota,3015
26-03-2023,Idli Rice,2072,Windy,Sunday,1,15,10,High,3,Indore,2296
26-03-2023,Sambar Powder,1488,Cloudy,Sunday,1,15,0,High,5,Visakhapatnam ,1761
26-03-2023,Aloo Bhujia,1458,Cloudy,Sunday,1,0,5,Low,3,Tirupati,1436
26-03-2023,Kaju Katli,2145,Cloudy,Sunday,1,10,5,High,3,Amritsar,2190
26-03-2023,Besan,2246,Sunny,Sunday,1,5,5,Medium,3,Lucknow,2223
26-03-2023,Aata (Wheat Flour),2744,Sunny,Sunday,1,15,20,High,3,Guntur,2818
26-03-2023,Mango Juice,1271,Cloudy,Sunday,1,10,15,Medium,3,Ludhiana,1313
26-03-2023,Lemon Pickle,2355,Windy,Sunday,1,10,5,Medium,3,Bangalore,2518
26-03-2023,Coconut Chutney,1869,Sunny,Sunday,1,5,10,High,5,Zirakpur,1936
26-03-2023,Rasgulla,2594,Cloudy,Sunday,1,15,15,High,3,Tirupati,2743
26-03-2023,Gulab Jamun Mix,1929,Sunny,Sunday,1,10,10,Low,4,Aurangabad,1936
26-03-2023,Lassi,1592,Cloudy,Sunday,1,15,0,High,5,Ludhiana,1878
26-03-2023,Bhel Puri Mix,1420,Windy,Sunday,1,5,20,Medium,3,Visakhapatnam ,1393
26-03-2023,Pav Bhaji Masala,1170,Sunny,Sunday,1,15,15,Medium,5,Bhopal,1364
26-03-2023,Chole Masala,1348,Cloudy,Sunday,1,10,20,High,3,Indore,1492
26-03-2023,Tamarind Paste,2783,Sunny,Sunday,1,20,5,Low,4,Karimnagar,3062
26-03-2023,Ready-to-eat Curry Packs,2776,Rainy,Sunday,1,0,0,Low,5,Aurangabad,2792
26-03-2023,Parle-G Biscuits,2382,Windy,Sunday,1,20,10,High,3,Visakhapatnam ,2572
26-03-2023,Thums Up,2114,Sunny,Sunday,1,5,20,Low,3,Lucknow,2095
26-03-2023,Frooti,2900,Sunny,Sunday,1,5,0,Medium,4,Bhopal,3047
26-03-2023,Hajmola Tablets,1104,Rainy,Sunday,1,5,10,High,3,Visakhapatnam ,1186
26-03-2023,Haldiram's Namkeen,2603,Sunny,Sunday,1,5,20,Low,3,Amritsar,2699
26-03-2023,Chyawanprash,2906,Windy,Sunday,1,10,20,High,4,Kurnool,3002
02-04-2023,Basmati Rice,1131,Windy,No event,0,5,20,Low,4,Ludhiana,1003
02-04-2023,Turmeric Powder,2927,Windy,No event,0,5,15,Low,3,Kota,2842
02-04-2023,Red Chilli Powder,1270,Rainy,No event,0,15,0,High,4,Rajahmundry,1484
02-04-2023,Cumin Seeds,2559,Rainy,No event,0,10,20,Medium,3,Amritsar,2482
02-04-2023,Coriander Powder,1470,Windy,No event,0,10,5,Low,3,Kota,1625
02-04-2023,Garam Masala,1180,Rainy,No event,0,20,20,High,4,Visakhapatnam ,1241
02-04-2023,Toor Dal,2380,Sunny,No event,0,20,0,Medium,4,Jalandhar,2536
02-04-2023,Chana Dal,1341,Windy,No event,0,20,20,High,5,Kota,1387
02-04-2023,Urad Dal,2192,Windy,No event,0,15,10,High,5,Bhopal,2388
02-04-2023,Moong Dal,1868,Rainy,No event,0,5,5,Medium,4,Ludhiana,1817
02-04-2023,Jaggery,2070,Rainy,No event,0,10,0,Medium,5,Rajahmundry,2187
02-04-2023,Ghee,2822,Rainy,No event,0,20,20,Low,5,Bhopal,2991
02-04-2023,Paneer,1520,Windy,No event,0,10,5,High,4,Kota,1633
02-04-2023,Coconut Oil,2658,Cloudy,No event,0,0,0,High,3,Kota,2706
02-04-2023,Mustard Oil,1562,Cloudy,No event,0,0,0,High,3,Zirakpur,1497
02-04-2023,Aam Papad,2006,Sunny,No event,0,5,10,Medium,3,Amravati,2056
02-04-2023,Mango Pickle,1680,Sunny,No event,0,0,0,Medium,5,Hyderabad,1652
02-04-2023,Papad,2360,Cloudy,No event,0,15,15,Low,5,Ludhiana,2397
02-04-2023,Idli Rice,2497,Windy,No event,0,20,0,Low,5,Amravati,2611
02-04-2023,Sambar Powder,1042,Windy,No event,0,15,5,Low,5,Bhopal,1182
02-04-2023,Aloo Bhujia,1700,Windy,No event,0,5,0,Medium,4,Bangalore,1781
02-04-2023,Kaju Katli,1192,Cloudy,No event,0,0,0,Low,5,Vijayawada,1288
02-04-2023,Besan,2578,Cloudy,No event,0,20,10,High,5,Rajahmundry,2716
02-04-2023,Aata (Wheat Flour),2399,Rainy,No event,0,15,15,High,4,Visakhapatnam ,2395
02-04-2023,Mango Juice,1594,Sunny,No event,0,20,10,Medium,5,Vijayawada,1822
02-04-2023,Lemon Pickle,2588,Windy,No event,0,15,0,Low,4,Tirupati,2712
02-04-2023,Coconut Chutney,1516,Rainy,No event,0,15,0,Medium,3,Zirakpur,1622
02-04-2023,Rasgulla,2903,Sunny,No event,0,10,0,Medium,4,Lucknow,2921
02-04-2023,Gulab Jamun Mix,2107,Rainy,No event,0,5,15,Low,3,Zirakpur,2163
02-04-2023,Lassi,1830,Rainy,No event,0,10,20,Low,4,Hyderabad,1834
02-04-2023,Bhel Puri Mix,1517,Cloudy,No event,0,20,5,Low,4,Indore,1649
02-04-2023,Pav Bhaji Masala,2491,Windy,No event,0,0,20,Medium,4,Zirakpur,2459
02-04-2023,Chole Masala,1386,Rainy,No event,0,0,15,High,5,Amravati,1220
02-04-2023,Tamarind Paste,1021,Sunny,No event,0,10,5,Medium,4,Aurangabad,1149
02-04-2023,Ready-to-eat Curry Packs,1019,Rainy,No event,0,10,20,High,4,Kurnool,959
02-04-2023,Parle-G Biscuits,2857,Windy,No event,0,10,15,High,5,Visakhapatnam ,2939
02-04-2023,Thums Up,1480,Cloudy,No event,0,10,10,Medium,3,Aurangabad,1525
