Date,Product Name & Brand,Past Week Sales,Weather Pattern,Event,Event_Impact_Level,Promotions (Discount),Competitor Action (Discount),Advertising,Economic Indicator,Store Location,Sales in Week (Target)
2023-02-12,Bhel Puri Mix,1148,Cloudy,Baisakhi,2,0,10,Low,5,Karnal,1170
2023-02-12,Pav Bhaji Masala,1100,Rainy,Regional Festival,2,15,0,High,3,Lucknow,1352
2023-02-12,Chole Masala,2713,Sunny,Durga Puja,3,15,15,Medium,5,Vizag ,2900
2023-02-12,Tamarind Paste,1454,Windy,Raksha Bandhan,2,10,15,Medium,4,Chandigarh,1564
2023-02-12,Ready-to-eat Curry Packs,2614,Cloudy,Sunday,1,10,20,Medium,4,Chandigarh,2712
2023-02-12,Parle-G Biscuits,1241,Rainy,Regional Festival,2,20,0,Low,3,Jaipur,1621
2023-02-12,Thums Up,1699,Sunny,Gudi Padwa,2,15,0,High,3,Tirupati,1987
2023-02-12,Frooti,2768,Windy,Independence Day,3,5,15,Medium,5,Vizag ,2972
2023-02-12,Hajmola Tablets,2143,Cloudy,Pongal,2,20,0,Low,3,Guntur,2479
2023-02-12,Haldiram's Namkeen,1241,Sunny,Sunday,1,15,20,Low,4,Jalandhar,1298
2023-02-12,Chyawanprash,1078,Sunny,Eid-ul-Fitr,3,5,10,Medium,3,Indore,1272
2023-02-19,Basmati Rice,2031,Rainy,Diwali,3,15,0,High,3,Ludhiana,2307
2023-02-19,Turmeric Powder,1663,Sunny,Eid-ul-Fitr,3,0,20,High,5,Indore,1629
2023-02-19,Red Chilli Powder,2234,Windy,Minor Event,1,5,15,High,5,Chandigarh,2293
2023-02-19,Cumin Seeds,1349,Windy,Holi,3,10,5,Low,3,Vijayawada,1569
2023-02-19,Coriander Powder,1328,Windy,Pongal,2,15,0,High,3,Indore,1671
2023-02-19,Garam Masala,2640,Cloudy,Raksha Bandhan,2,0,15,Medium,4,Meerut,2733
2023-02-19,Toor Dal,1780,Cloudy,Independence Day,3,15,10,Medium,4,Tirupati,2110
2023-02-19,Chana Dal,1935,Windy,Sunday,1,10,5,High,3,Rajahmundry,2105
2023-02-19,Urad Dal,2649,Sunny,Minor Event,1,10,15,Medium,3,Jalandhar,2645
2023-02-19,Moong Dal,1112,Cloudy,Durga Puja,3,20,15,High,4,Vizag ,1406
2023-02-19,Jaggery,2553,Cloudy,Regional Festival,2,0,15,Low,5,Bangalore,2626
2023-02-19,Ghee,1234,Cloudy,Minor Event,1,15,10,Medium,4,Ludhiana,1372
2023-02-19,Paneer,2585,Cloudy,Sunday,1,20,20,High,5,Ludhiana,2729
2023-02-19,Coconut Oil,2376,Rainy,Eid-ul-Adha,3,20,10,Low,3,Meerut,2759
2023-02-19,Mustard Oil,2151,Rainy,Holi,3,20,15,High,3,Bangalore,2436
2023-02-19,Aam Papad,1448,Cloudy,Onam,2,0,15,Low,5,Indore,1504
2023-02-19,Mango Pickle,2428,Rainy,Pongal,2,5,10,Low,4,Indore,2555
2023-02-19,Papad,1233,Rainy,Sunday,1,0,20,Low,4,Lucknow,1172
2023-02-19,Idli Rice,2043,Sunny,Navratri,3,0,5,Low,3,Kochi,2142
2023-02-19,Sambar Powder,2404,Rainy,Christmas,3,10,20,Medium,5,Rajahmundry,2585
2023-02-19,Aloo Bhujia,1821,Cloudy,Raksha Bandhan,2,5,20,Medium,3,Vizag ,1873
2023-02-19,Kaju Katli,2043,Cloudy,Navratri,3,15,15,Low,3,Jaipur,2184
2023-02-19,Besan,1499,Windy,Navratri,3,10,20,Medium,5,Hyderabad,1680
2023-02-19,Aata (Wheat Flour),2342,Cloudy,Makar Sankranti,2,10,15,High,3,Aurangabad,2476
2023-02-19,Mango Juice,1926,Cloudy,Gudi Padwa,2,15,5,Medium,3,Vijayawada,2150
2023-02-19,Lemon Pickle,2169,Windy,Gudi Padwa,2,15,0,High,3,Vijayawada,2381
2023-02-19,Coconut Chutney,1160,Sunny,Baisakhi,2,10,0,Medium,3,Vizag ,1404
2023-02-19,Rasgulla,1136,Windy,Durga Puja,3,10,15,High,5,Guntur,1300
2023-02-19,Gulab Jamun Mix,1972,Sunny,Durga Puja,3,20,5,Medium,5,Rajahmundry,2303
2023-02-19,Lassi,1756,Cloudy,Gudi Padwa,2,0,10,Low,5,Sangli,1852
2023-02-19,Bhel Puri Mix,2855,Rainy,Navratri,3,5,10,Low,3,Jaipur,3069
2023-02-19,Pav Bhaji Masala,2283,Sunny,Pongal,2,20,15,Medium,4,Vizag ,2533
2023-02-19,Chole Masala,1808,Rainy,Makar Sankranti,2,10,0,Low,4,Hyderabad,2089
2023-02-19,Tamarind Paste,1547,Windy,Eid-ul-Adha,3,15,0,High,3,Lucknow,1904
2023-02-19,Ready-to-eat Curry Packs,2871,Cloudy,Regional Festival,2,10,15,Medium,4,Kochi,3039
2023-02-19,Parle-G Biscuits,1595,Sunny,Gudi Padwa,2,15,0,Low,5,Jaipur,1826
2023-02-19,Thums Up,2093,Sunny,Independence Day,3,5,0,High,5,Karnal,2319
2023-02-19,Frooti,1491,Cloudy,Eid-ul-Fitr,3,15,20,Medium,4,Meerut,1710
2023-02-19,Hajmola Tablets,2154,Sunny,Diwali,3,5,20,Medium,3,Lucknow,2240
2023-02-19,Haldiram's Namkeen,1383,Windy,Guru Nanak Jayanti,3,10,10,Low,3,Chandigarh,1622
2023-02-19,Chyawanprash,2016,Sunny,Makar Sankranti,2,20,15,High,4,Jalandhar,2211
2023-02-26,Basmati Rice,1422,Sunny,Sunday,1,15,5,High,3,Amritsar,1582
2023-02-26,Turmeric Powder,2540,Sunny,Sunday,1,5,0,Medium,3,Sangli,2541
2023-02-26,Red Chilli Powder,2702,Sunny,Sunday,1,5,5,High,3,Rajahmundry,2762
2023-02-26,Cumin Seeds,2727,Windy,Baisakhi,2,15,10,Medium,5,Kochi,2889
2023-02-26,Coriander Powder,2091,Windy,Regional Festival,2,20,15,Medium,5,Sangli,2325
2023-02-26,Garam Masala,2404,Cloudy,Baisakhi,2,20,15,Medium,5,Vizag ,2696
2023-02-26,Toor Dal,2011,Rainy,Sunday,1,0,10,Low,4,Sangli,1916
2023-02-26,Chana Dal,1778,Windy,Makar Sankranti,2,10,10,Low,5,Hyderabad,1839
2023-02-26,Urad Dal,1904,Windy,Republic Day,3,15,20,Low,5,Jaipur,2050
2023-02-26,Moong Dal,1774,Windy,Navratri,3,5,5,Medium,4,Meerut,1928
2023-02-26,Jaggery,1928,Sunny,Raksha Bandhan,2,10,5,High,4,Bangalore,2131
2023-02-26,Ghee,1365,Sunny,Onam,2,10,20,Medium,4,Indore,1383
2023-02-26,Paneer,2556,Windy,Eid-ul-Fitr,3,0,20,High,3,Jalandhar,2663
2023-02-26,Coconut Oil,1246,Cloudy,Independence Day,3,15,5,High,5,Ludhiana,1548
2023-02-26,Mustard Oil,2689,Sunny,Raksha Bandhan,2,0,15,Low,4,Chandigarh,2739
2023-02-26,Aam Papad,2595,Rainy,Republic Day,3,15,5,Medium,5,Chandigarh,2941
2023-02-26,Mango Pickle,2751,Cloudy,Baisakhi,2,15,15,Low,3,Karnal,2956
2023-02-26,Papad,2440,Windy,Onam,2,20,15,Medium,4,Kochi,2727
2023-02-26,Idli Rice,1952,Cloudy,Republic Day,3,10,5,Medium,5,Vizag ,2099
2023-02-26,Sambar Powder,2806,Windy,Guru Nanak Jayanti,3,20,15,High,4,Rajahmundry,3071
2023-02-26,Aloo Bhujia,1935,Sunny,Durga Puja,3,20,5,Medium,5,Bangalore,2315
2023-02-26,Kaju Katli,1854,Rainy,Christmas,3,0,15,Low,5,Meerut,1956
2023-02-26,Besan,1948,Windy,Baisakhi,2,20,10,Low,3,Bangalore,2143
2023-02-26,Aata (Wheat Flour),2890,Cloudy,Independence Day,3,15,0,High,3,Vizag ,3166
2023-02-26,Mango Juice,2466,Cloudy,Holi,3,0,10,High,5,Meerut,2556
2023-02-26,Lemon Pickle,2682,Windy,Navratri,3,15,20,Medium,5,Aurangabad,2811
2023-02-26,Coconut Chutney,1613,Rainy,Durga Puja,3,0,0,Medium,4,Lucknow,1812
2023-02-26,Rasgulla,2736,Sunny,Holi,3,10,10,Medium,5,Rajahmundry,2863
2023-02-26,Gulab Jamun Mix,2531,Sunny,Regional Festival,2,0,10,High,3,Vizag ,2499
2023-02-26,Lassi,1264,Windy,Navratri,3,20,20,Low,4,Meerut,1477
2023-02-26,Bhel Puri Mix,2000,Windy,Durga Puja,3,0,10,Low,5,Amritsar,2186
2023-02-26,Pav Bhaji Masala,2660,Cloudy,Republic Day,3,15,10,Medium,3,Lucknow,2919
2023-02-26,Chole Masala,1778,Windy,Onam,2,20,0,Medium,5,Jalandhar,2041
2023-02-26,Tamarind Paste,2012,Cloudy,Diwali,3,15,20,High,3,Lucknow,2300
2023-02-26,Ready-to-eat Curry Packs,1342,Windy,Raksha Bandhan,2,0,5,Low,3,Jalandhar,1491
2023-02-26,Parle-G Biscuits,1405,Windy,Eid-ul-Adha,3,0,10,Medium,3,Indore,1425
2023-02-26,Thums Up,2478,Cloudy,Durga Puja,3,0,20,High,5,Vijayawada,2519
2023-02-26,Frooti,2185,Cloudy,Eid-ul-Adha,3,20,10,Medium,4,Bhopal,2475
2023-02-26,Hajmola Tablets,1779,Sunny,Minor Event,1,0,5,Low,3,Jalandhar,1709
2023-02-26,Haldiram's Namkeen,1752,Rainy,Pongal,2,0,0,Low,3,Indore,1850
2023-02-26,Chyawanprash,1700,Cloudy,Raksha Bandhan,2,20,15,Low,3,Indore,1873
2023-03-05,Basmati Rice,2830,Sunny,Minor Event,1,10,15,Low,4,Lucknow,2889
2023-03-05,Turmeric Powder,1816,Windy,Pongal,2,10,0,Low,3,Sangli,1956
2023-03-05,Red Chilli Powder,2727,Windy,Holi,3,10,0,High,3,Sangli,2887
2023-03-05,Cumin Seeds,2355,Rainy,Eid-ul-Fitr,3,20,20,Low,5,Lucknow,2576
2023-03-05,Coriander Powder,1601,Sunny,Gudi Padwa,2,15,20,Low,3,Indore,1753
2023-03-05,Garam Masala,2681,Windy,Navratri,3,20,0,High,4,Chandigarh,3124
2023-03-05,Toor Dal,2774,Cloudy,None,0,15,5,Low,5,Bhopal,2954
2023-03-05,Chana Dal,1654,Windy,Guru Nanak Jayanti,3,0,15,Medium,5,Indore,1669
2023-03-05,Urad Dal,2996,Cloudy,Republic Day,3,5,5,High,5,Hyderabad,3080
2023-03-05,Moong Dal,2107,Cloudy,Holi,3,0,0,High,5,Lucknow,2354
2023-03-05,Jaggery,1267,Sunny,Christmas,3,10,5,Low,3,Aurangabad,1554
2023-03-05,Ghee,1048,Sunny,Gudi Padwa,2,5,20,Low,4,Karnal,1124
2023-03-05,Paneer,1374,Windy,Eid-ul-Fitr,3,5,15,High,3,Guntur,1471
2023-03-05,Coconut Oil,2064,Cloudy,Eid-ul-Adha,3,5,10,High,5,Guntur,2176
2023-03-05,Mustard Oil,2635,Rainy,Onam,2,5,10,Low,4,Indore,2758
2023-03-05,Aam Papad,2219,Windy,Regional Festival,2,5,15,Low,5,Amritsar,2358
2023-03-05,Mango Pickle,2467,Sunny,Baisakhi,2,15,10,Low,4,Amritsar,2712
2023-03-05,Papad,2829,Rainy,Baisakhi,2,10,10,Low,3,Bangalore,2942
2023-03-05,Idli Rice,2054,Windy,Sunday,1,15,15,Medium,3,Chandigarh,2210
2023-03-05,Sambar Powder,1556,Sunny,Makar Sankranti,2,20,10,High,5,Sangli,1709
2023-03-05,Aloo Bhujia,1261,Cloudy,Eid-ul-Fitr,3,10,5,High,4,Lucknow,1444
2023-03-05,Kaju Katli,1169,Sunny,Pongal,2,20,5,Low,3,Meerut,1467
2023-03-05,Besan,1796,Rainy,Christmas,3,15,5,Low,3,Chandigarh,2047
2023-03-05,Aata (Wheat Flour),2188,Cloudy,Durga Puja,3,0,20,Medium,3,Meerut,2186
2023-03-05,Mango Juice,1898,Cloudy,Gudi Padwa,2,20,10,High,5,Ludhiana,2089
2023-03-05,Lemon Pickle,1941,Windy,Gudi Padwa,2,10,5,Low,3,Aurangabad,2142
2023-03-05,Coconut Chutney,2627,Sunny,Eid-ul-Adha,3,10,15,High,3,Kochi,2892
2023-03-05,Rasgulla,1272,Sunny,Baisakhi,2,5,10,High,3,Bangalore,1370
2023-03-05,Gulab Jamun Mix,1612,Windy,Holi,3,20,20,Low,3,Tirupati,1925
2023-03-05,Lassi,2684,Rainy,Sunday,1,10,20,High,4,Vijayawada,2772
2023-03-05,Bhel Puri Mix,2017,Windy,Diwali,3,0,15,Low,4,Hyderabad,2003
2023-03-05,Pav Bhaji Masala,1694,Sunny,Holi,3,10,5,Medium,5,Guntur,1920
2023-03-05,Chole Masala,2777,Sunny,Baisakhi,2,10,10,Low,5,Karnal,3005
2023-03-05,Tamarind Paste,2774,Rainy,Makar Sankranti,2,15,10,High,5,Lucknow,2877
2023-03-05,Ready-to-eat Curry Packs,1336,Sunny,Raksha Bandhan,2,0,15,Low,3,Hyderabad,1373
2023-03-05,Parle-G Biscuits,2036,Windy,Minor Event,1,10,10,High,3,Amritsar,2210
2023-03-05,Thums Up,2858,Sunny,Onam,2,5,20,Medium,5,Lucknow,2861
2023-03-05,Frooti,1695,Cloudy,Onam,2,15,5,Low,5,Jaipur,1849
2023-03-05,Hajmola Tablets,1541,Rainy,Holi,3,5,5,Low,5,Meerut,1750
2023-03-05,Haldiram's Namkeen,2572,Sunny,Independence Day,3,0,20,Low,5,Bangalore,2662
2023-03-05,Chyawanprash,2699,Windy,Diwali,3,15,0,High,3,Indore,2933
2023-03-12,Basmati Rice,2407,Rainy,Minor Event,1,0,5,Medium,4,Aurangabad,2335
2023-03-12,Turmeric Powder,2313,Rainy,Raksha Bandhan,2,10,15,Low,3,Guntur,2382
2023-03-12,Red Chilli Powder,2769,Rainy,Christmas,3,5,0,High,4,Vijayawada,2992
2023-03-12,Cumin Seeds,2950,Cloudy,Sunday,1,5,5,Low,5,Rajahmundry,2958
2023-03-12,Coriander Powder,2830,Rainy,Minor Event,1,10,20,High,3,Hyderabad,2844
2023-03-12,Garam Masala,2336,Sunny,Gudi Padwa,2,20,10,Low,5,Sangli,2510
2023-03-12,Toor Dal,2037,Rainy,Pongal,2,5,15,Medium,4,Sangli,2189
2023-03-12,Chana Dal,1775,Windy,Baisakhi,2,15,20,High,5,Lucknow,1836
2023-03-12,Urad Dal,2614,Cloudy,Makar Sankranti,2,5,10,Low,3,Lucknow,2798
2023-03-12,Moong Dal,1324,Cloudy,Makar Sankranti,2,0,5,Low,4,Sangli,1470
2023-03-12,Jaggery,2697,Sunny,None,0,10,10,Low,5,Karnal,2818
2023-03-12,Ghee,1197,Windy,Makar Sankranti,2,10,20,High,3,Bhopal,1308
2023-03-12,Paneer,2948,Rainy,Diwali,3,0,5,High,4,Kochi,3133
2023-03-12,Coconut Oil,2808,Rainy,Eid-ul-Fitr,3,20,20,Low,5,Jaipur,3153
2023-03-12,Mustard Oil,2675,Sunny,Republic Day,3,20,15,High,5,Meerut,2886
2023-03-12,Aam Papad,2519,Sunny,Diwali,3,15,0,High,5,Jaipur,2864
2023-03-12,Mango Pickle,2036,Rainy,Eid-ul-Adha,3,0,15,High,3,Lucknow,2151
2023-03-12,Papad,2845,Rainy,Sunday,1,0,0,Medium,5,Bhopal,2978
2023-03-12,Idli Rice,2751,Windy,Gudi Padwa,2,20,20,Medium,3,Amritsar,2858
2023-03-12,Sambar Powder,1539,Windy,Makar Sankranti,2,10,15,Medium,3,Hyderabad,1617
2023-03-12,Aloo Bhujia,1117,Windy,Eid-ul-Fitr,3,10,20,Low,3,Amritsar,1220
2023-03-12,Kaju Katli,2700,Sunny,Eid-ul-Adha,3,20,5,Medium,3,Jaipur,3026
2023-03-12,Besan,1386,Cloudy,Guru Nanak Jayanti,3,15,5,High,3,Aurangabad,1671
2023-03-12,Aata (Wheat Flour),1739,Sunny,Eid-ul-Adha,3,15,20,High,3,Guntur,1960
2023-03-12,Mango Juice,2525,Sunny,Durga Puja,3,15,0,Medium,5,Guntur,2905
2023-03-12,Lemon Pickle,2414,Rainy,Baisakhi,2,0,5,Low,4,Jaipur,2541
2023-03-12,Coconut Chutney,1372,Rainy,Regional Festival,2,15,0,Medium,5,Amritsar,1656
2023-03-12,Rasgulla,1728,Rainy,Holi,3,0,10,Low,5,Bhopal,1927
2023-03-12,Gulab Jamun Mix,1609,Cloudy,Independence Day,3,10,20,Low,3,Ludhiana,1814
2023-03-12,Lassi,1630,Rainy,Eid-ul-Adha,3,5,15,Medium,3,Ludhiana,1787
2023-03-12,Bhel Puri Mix,2113,Cloudy,Eid-ul-Fitr,3,15,0,Low,5,Vizag ,2511
2023-03-12,Pav Bhaji Masala,1460,Sunny,Pongal,2,10,20,High,5,Jaipur,1640
2023-03-12,Chole Masala,2072,Windy,Independence Day,3,15,10,High,3,Indore,2396
2023-03-12,Tamarind Paste,2905,Cloudy,Baisakhi,2,0,5,Medium,3,Vizag ,2884
2023-03-12,Ready-to-eat Curry Packs,2946,Windy,Republic Day,3,10,0,Medium,4,Vizag ,3110
2023-03-12,Parle-G Biscuits,2246,Sunny,Christmas,3,5,5,Medium,3,Lucknow,2323
2023-03-12,Thums Up,2744,Sunny,Minor Event,1,15,20,High,3,Guntur,2818
2023-03-12,Frooti,1271,Cloudy,Eid-ul-Fitr,3,15,15,Medium,3,Ludhiana,1463
2023-03-12,Hajmola Tablets,2355,Windy,Onam,2,10,5,Medium,3,Bangalore,2568
2023-03-12,Haldiram's Namkeen,2283,Sunny,Makar Sankranti,2,10,5,Medium,4,Chandigarh,2465
2023-03-12,Chyawanprash,1847,Sunny,Sunday,1,0,10,High,3,Vijayawada,1940
2023-03-19,Basmati Rice,2629,Rainy,Minor Event,1,20,5,Medium,5,Aurangabad,2818
2023-03-19,Turmeric Powder,1092,Rainy,Guru Nanak Jayanti,3,10,15,Medium,4,Karnal,1252
2023-03-19,Red Chilli Powder,2278,Sunny,Diwali,3,5,15,Low,4,Kochi,2473
2023-03-19,Cumin Seeds,2178,Windy,Minor Event,1,5,10,Medium,3,Jaipur,2248
2023-03-19,Coriander Powder,2783,Windy,Gudi Padwa,2,20,5,Low,4,Bangalore,3112
2023-03-19,Garam Masala,2858,Rainy,None,0,0,20,High,3,Aurangabad,2805
2023-03-19,Toor Dal,1273,Rainy,Guru Nanak Jayanti,3,10,5,Medium,3,Bangalore,1570
2023-03-19,Chana Dal,1113,Sunny,Durga Puja,3,20,10,Medium,3,Vizag ,1313
2023-03-19,Urad Dal,1104,Windy,Durga Puja,3,5,10,High,3,Ludhiana,1286
2023-03-19,Moong Dal,2279,Sunny,Sunday,1,20,0,Low,3,Amritsar,2567
2023-03-19,Jaggery,2132,Sunny,Raksha Bandhan,2,15,5,High,5,Vijayawada,2444
2023-03-19,Ghee,1131,Rainy,Regional Festival,2,5,20,Low,4,Hyderabad,1103
2023-03-19,Paneer,2927,Windy,Baisakhi,2,5,15,Low,3,Jaipur,2942
2023-03-19,Coconut Oil,1270,Rainy,Onam,2,15,0,High,4,Rajahmundry,1584
2023-03-19,Mustard Oil,2559,Rainy,Baisakhi,2,10,20,Medium,3,Amritsar,2582
2023-03-19,Aam Papad,2204,Windy,Raksha Bandhan,2,5,0,Low,5,Jaipur,2369
2023-03-19,Mango Pickle,2349,Sunny,Republic Day,3,0,20,Low,4,Ludhiana,2399
2023-03-19,Papad,1341,Windy,Regional Festival,2,20,20,High,5,Jaipur,1487
2023-03-19,Idli Rice,2988,Windy,Eid-ul-Adha,3,10,15,High,3,Bhopal,3203
2023-03-19,Sambar Powder,2208,Cloudy,Diwali,3,0,10,High,4,Tirupati,2333
2023-03-19,Aloo Bhujia,2991,Rainy,Baisakhi,2,15,20,Medium,3,Rajahmundry,3056
2023-03-19,Kaju Katli,1725,Cloudy,Sunday,1,0,0,High,4,Jaipur,1691
2023-03-19,Besan,2125,Windy,Durga Puja,3,0,10,Low,3,Bhopal,2189
2023-03-19,Aata (Wheat Flour),2914,Windy,Guru Nanak Jayanti,3,0,5,High,5,Vijayawada,3136
2023-03-19,Mango Juice,1762,Rainy,Regional Festival,2,20,0,Low,4,Amritsar,2130
2023-03-19,Lemon Pickle,2360,Sunny,Christmas,3,15,15,Low,5,Jalandhar,2547
2023-03-19,Coconut Chutney,2497,Windy,Onam,2,20,0,Low,5,Sangli,2711
2023-03-19,Rasgulla,2907,Windy,Independence Day,3,5,0,High,5,Bhopal,3169
2023-03-19,Gulab Jamun Mix,1924,Cloudy,None,0,5,20,High,5,Indore,1856
2023-03-19,Lassi,2476,Sunny,None,0,0,10,Low,3,Guntur,2352
2023-03-19,Bhel Puri Mix,2578,Cloudy,Minor Event,1,20,10,High,5,Rajahmundry,2766
2023-03-19,Pav Bhaji Masala,1312,Rainy,Independence Day,3,15,5,Medium,5,Vizag ,1558
2023-03-19,Chole Masala,1499,Cloudy,Raksha Bandhan,2,5,10,High,4,Hyderabad,1570
2023-03-19,Tamarind Paste,1139,Sunny,Eid-ul-Adha,3,20,10,Low,5,Amritsar,1483
2023-03-19,Ready-to-eat Curry Packs,1117,Sunny,Diwali,3,0,15,Medium,3,Guntur,1211
2023-03-19,Parle-G Biscuits,2914,Cloudy,Makar Sankranti,2,0,10,Medium,3,Amritsar,3057
2023-03-19,Thums Up,2614,Rainy,Independence Day,3,0,20,Medium,5,Meerut,2577
2023-03-19,Frooti,1360,Windy,Durga Puja,3,20,5,High,4,Vijayawada,1641
2023-03-19,Hajmola Tablets,2348,Cloudy,Pongal,2,0,5,Medium,4,Indore,2478
2023-03-19,Haldiram's Namkeen,2754,Sunny,Makar Sankranti,2,5,15,Low,3,Jalandhar,2905
2023-03-19,Chyawanprash,1207,Rainy,Raksha Bandhan,2,5,5,Low,5,Kochi,1233
2023-03-26,Basmati Rice,1019,Cloudy,Eid-ul-Fitr,3,10,20,High,4,Jaipur,1109
2023-03-26,Turmeric Powder,2437,Windy,Holi,3,15,10,High,4,Vizag ,2639
2023-03-26,Red Chilli Powder,2375,Cloudy,Raksha Bandhan,2,10,5,Low,3,Aurangabad,2497
2023-03-26,Cumin Seeds,2475,Sunny,Independence Day,3,10,15,Medium,3,Guntur,2614
2023-03-26,Coriander Powder,1559,Cloudy,Pongal,2,20,10,Medium,5,Vijayawada,1857
2023-03-26,Garam Masala,2091,Cloudy,Gudi Padwa,2,15,0,Low,3,Bhopal,2247
2023-03-26,Toor Dal,2260,Sunny,Independence Day,3,10,0,Medium,3,Sangli,2455
2023-03-26,Chana Dal,1053,Windy,Christmas,3,0,5,Medium,5,Jaipur,1255
2023-03-26,Urad Dal,2946,Windy,Baisakhi,2,15,20,High,3,Bangalore,3149
2023-03-26,Moong Dal,2969,Windy,Guru Nanak Jayanti,3,10,0,Low,4,Vijayawada,3286
2023-03-26,Jaggery,1068,Sunny,Baisakhi,2,15,0,Low,4,Hyderabad,1260
2023-03-26,Ghee,2853,Cloudy,Minor Event,1,10,20,Medium,5,Rajahmundry,2860
2023-03-26,Paneer,1638,Rainy,Onam,2,5,5,Medium,4,Amritsar,1681
2023-03-26,Coconut Oil,2014,Rainy,Gudi Padwa,2,10,5,Medium,3,Bhopal,2208
2023-03-26,Mustard Oil,1389,Windy,Holi,3,5,0,Low,3,Lucknow,1595
2023-03-26,Aam Papad,1852,Sunny,None,0,20,0,Medium,5,Hyderabad,1953
2023-03-26,Mango Pickle,2572,Rainy,Christmas,3,5,15,Medium,5,Karnal,2675
2023-03-26,Papad,1255,Cloudy,Eid-ul-Fitr,3,5,0,Low,4,Tirupati,1489
2023-03-26,Idli Rice,1973,Cloudy,Independence Day,3,15,0,High,5,Karnal,2338
2023-03-26,Sambar Powder,1713,Sunny,None,0,20,20,Low,3,Tirupati,1804
2023-03-26,Aloo Bhujia,1963,Rainy,Raksha Bandhan,2,20,15,High,5,Tirupati,2156
2023-03-26,Kaju Katli,2688,Windy,Eid-ul-Adha,3,15,10,Medium,5,Amritsar,2858
2023-03-26,Besan,2200,Windy,Gudi Padwa,2,20,15,Medium,4,Vizag ,2430
2023-03-26,Aata (Wheat Flour),2029,Windy,None,0,0,20,Low,3,Hyderabad,1937
2023-03-26,Mango Juice,1075,Rainy,Republic Day,3,20,5,High,3,Bangalore,1494
2023-03-26,Lemon Pickle,2647,Sunny,Baisakhi,2,20,20,Medium,5,Jalandhar,2897
2023-03-26,Coconut Chutney,1619,Sunny,Minor Event,1,20,5,Low,4,Ludhiana,1761
2023-03-26,Rasgulla,1633,Cloudy,Guru Nanak Jayanti,3,10,5,High,4,Amritsar,1895
2023-03-26,Gulab Jamun Mix,2563,Windy,Holi,3,15,5,Low,4,Meerut,2748
2023-03-26,Lassi,1136,Rainy,Baisakhi,2,10,15,High,3,Lucknow,1335
2023-03-26,Bhel Puri Mix,2001,Cloudy,None,0,10,10,Medium,5,Amritsar,2143
2023-03-26,Pav Bhaji Masala,2967,Cloudy,Holi,3,20,0,Medium,3,Tirupati,3264
2023-03-26,Chole Masala,2348,Sunny,Regional Festival,2,5,0,High,3,Sangli,2423
2023-03-26,Tamarind Paste,1192,Rainy,Regional Festival,2,5,0,High,3,Sangli,1303
2023-03-26,Ready-to-eat Curry Packs,2403,Rainy,Raksha Bandhan,2,20,20,High,4,Sangli,2646
2023-03-26,Parle-G Biscuits,1498,Windy,None,0,20,0,Medium,3,Jalandhar,1705
2023-03-26,Thums Up,2960,Cloudy,Republic Day,3,20,10,High,4,Vijayawada,3332
2023-03-26,Frooti,1383,Rainy,Eid-ul-Fitr,3,20,0,Medium,5,Meerut,1680
2023-03-26,Hajmola Tablets,2072,Windy,Minor Event,1,15,0,High,3,Aurangabad,2344
2023-03-26,Haldiram's Namkeen,2769,Cloudy,Gudi Padwa,2,20,15,Low,5,Tirupati,2960
2023-03-26,Chyawanprash,2145,Rainy,Navratri,3,10,15,High,5,Vijayawada,2326
2023-04-02,Basmati Rice,1316,Cloudy,Guru Nanak Jayanti,3,0,15,High,4,Karnal,1338
2023-04-02,Turmeric Powder,2853,Windy,Republic Day,3,5,5,Low,3,Bhopal,2966
2023-04-02,Red Chilli Powder,1582,Sunny,Raksha Bandhan,2,20,10,Low,5,Vizag ,1823
2023-04-02,Cumin Seeds,1990,Rainy,Christmas,3,20,5,Low,5,Jalandhar,2345
2023-04-02,Coriander Powder,2292,Cloudy,Diwali,3,20,5,Medium,3,Bhopal,2527
2023-04-02,Garam Masala,1385,Windy,Minor Event,1,10,0,Low,5,Rajahmundry,1528
2023-04-02,Toor Dal,2201,Cloudy,Eid-ul-Adha,3,10,0,Medium,4,Kochi,2490
2023-04-02,Chana Dal,1677,Cloudy,Makar Sankranti,2,0,0,High,5,Vijayawada,1871
2023-04-02,Urad Dal,2804,Cloudy,Gudi Padwa,2,15,20,Medium,4,Amritsar,3008
2023-04-02,Moong Dal,1837,Rainy,Pongal,2,20,15,High,5,Bhopal,2045
2023-04-02,Jaggery,1574,Windy,Eid-ul-Adha,3,0,15,Low,3,Chandigarh,1570
2023-04-02,Ghee,2711,Sunny,Raksha Bandhan,2,20,15,Medium,4,Guntur,2969
2023-04-02,Paneer,2281,Rainy,Minor Event,1,20,20,Medium,4,Lucknow,2338
2023-04-02,Coconut Oil,1798,Sunny,Christmas,3,10,15,High,3,Karnal,1963
2023-04-02,Mustard Oil,2423,Rainy,Gudi Padwa,2,10,10,High,5,Jaipur,2485
2023-04-02,Aam Papad,1949,Rainy,Durga Puja,3,10,10,Low,5,Sangli,2206
2023-04-02,Mango Pickle,2791,Sunny,Raksha Bandhan,2,5,0,High,5,Rajahmundry,3026
2023-04-02,Papad,1338,Rainy,Onam,2,20,20,Low,4,Bangalore,1462
2023-04-02,Idli Rice,1938,Sunny,Holi,3,10,5,Medium,3,Bhopal,2215
2023-04-02,Sambar Powder,2214,Windy,Holi,3,10,5,High,3,Vizag ,2397
